0019_0020_0021_0022_fight_incident | 须藤打架事件 | ai_guided_choice | 2024-06-24 | foreshadow=True | rules=True | D班学生正在寻找目击者证明须藤的清白。栉田桔梗、平田洋介等人积极行动，但堀北铃音认为须藤自身行为有问题。
ayano_keisei_breakup | 绫小路清隆与轻井泽惠分手 | ai_guided_choice | 2026-03-30 | foreshadow=True | rules=False | 分手后，轻井泽惠独自在卡拉OK包厢崩溃。绫小路清隆离开。
ayano_meets_ichinose_on_sunday | 绫小路与一之濑周日约会（试探真心） | ai_guided_choice | 2025-12-08 | foreshadow=True | rules=False | 绫小路与一之濑度过半天。一之濑展现出积极的态度，但绫小路注意到她眼神中仍有不安。绫小路向神崎报告结果：一之濑并未放弃，但需要观察。
ayanokoji_confession_to_keisei | 绫小路清隆向轻井泽惠告白 | ai_guided_choice | 2025-04-03 | foreshadow=False | rules=False | 绫小路清隆向轻井泽惠告白，轻井泽惠接受。两人正式确立恋爱关系，但决定暂时不公开。绫小路清隆思考这段关系对自己的意义。
ayanokoji_confrontation_with_matsushita | 绫小路清隆应对松下千秋 | ai_guided_choice | 2025-04-03 | foreshadow=False | rules=False | 绫小路清隆与松下千秋对峙，承认自己隐藏实力，但否认与轻井泽惠的特殊关系。他通过假装对松下千秋告白来演示，让松下千秋相信他与轻井泽惠的关系只是单恋。
ayanokoji_confrontation_with_moonlight | 绫小路清隆与月城代理理事长对峙 | fixed_story | 2025-04-03 | foreshadow=False | rules=False | 月城代理理事长与绫小路清隆对峙，劝其退学。月城透露可能从White Room召集新生，并提出一场游戏：如果绫小路清隆能在四月内找出White Room的学生，月
ayanokoji_karuizawa_incident | 绫小路与轻井泽的冲突与交易 | ai_guided_choice | 2024-07-31 | foreshadow=True | rules=False | 绫小路在船底与轻井泽对峙。他展示了自己掌握的一切，包括她过去的创伤和现在的弱点。绫小路提出交易：他保护轻井泽不再受欺负，而轻井泽则必须成为他的‘帮手’，在必要时
ayanokoji_learns_he_is_target | 绫小路得知自己被选为退学目标 | silent_fixed | 2025-03-04 | foreshadow=True | rules=False | 绫小路清隆得知自己成为退学目标后，开始暗中布局。他联系了堀北学，并试探了栉田桔梗，最终确认主谋是山内春树，背后有坂柳有栖的影子。
ayanokoji_meets_nagumo | 绫小路与南云会面并提出对决提议 | ai_guided_choice | 2024-11-05 | foreshadow=True | rules=False | 绫小路与南云进行了关键性的对话。绫小路主动提出与南云一决胜负，并请求南云答应某个前提条件。南云最终接受，表示愿意在毕业前与绫小路玩玩。
ayanokoji_rescues_kushida_from_hosen | 绫小路从八神手中救出栉田 | ai_guided_choice | 2024-11-13 | foreshadow=False | rules=False | 绫小路在室内游泳池后方找到被八神带走的栉田。八神威胁要折断栉田的手，绫小路迅速行动制服了八神。绫小路向八神透露他知道另一个White Room学生的存在，并指示
ayanokoji_self_reflection_after_departure | 绫小路清隆自我反思 | fixed_story | 2025-03-31 | foreshadow=False | rules=False | 绫小路清隆反思自己的内心，意识到自己追求安稳的日常，但也对培养和竞争感到兴奋。他思考自己能否在这所学校留到最后。
b_band_raid_c_band_day1 | B班突袭C班 | fixed_story | 2024-04-01 | foreshadow=False | rules=False | B班在龙园翔的指挥下，于第一天傍晚对C班发动了突袭。C班损失9人，高圆寺六助退场。
b_band_retreat_and_planning | B班撤退与战略规划 | fixed_story | 2024-04-02 | foreshadow=False | rules=False | B班在海滩扎营，龙园翔与葛城、伊吹、石崎讨论战略，意识到C、D班结盟，形势逆转。
b_class_meeting_ichinose_plan | B班会议与一之濑的计划 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 一之濑向B班全体宣布，不会让任何人退学。她计划收集全班个人点数，加上向南云雅借的四百万点，凑够两千万点来抵消退学处分。
b_class_result_no_expulsion | B班结果：无人退学 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | B班结果公布：无人退学。一之濑帆波获得98张赞美票（第一名）。
b_class_surprise_attack | 龙园班对C班发动奇袭 | fixed_story | 2026-06-20 | foreshadow=True | rules=False | C班遭受重创，士气低落。绫小路冷静指挥撤退，但班级已损失过半。
baoquan_tianze_team_formation | 宝泉与天泽、七濑组队 | fixed_story | 2024-07-02 | foreshadow=True | rules=False | 宝泉与天泽、七濑组成三人小组，目标是在无人岛考试中获胜并让绫小路退学。
bathroom_size_contest | 澡堂男性尺寸比赛 | fixed_story | 2025-01-11 | foreshadow=False | rules=False | 澡堂内进行男性尺寸比赛，高圆寺展现压倒性优势，绫小路被迫参与并展现惊人实力。
bet_with_horikita_suzune_2025_04_02 | 与堀北铃音的笔试对决约定 | ai_guided_choice | 2025-04-02 | foreshadow=False | rules=False | 在与一之濑会面后，堀北铃音要求测试绫小路清隆的真实实力。两人约定在四月后的笔试中，就一个科目进行对决，堀北胜则绫小路需全力以赴，绫小路胜则可提出一个要求。
bridge_betrayal_revealed | 桥本背叛事件揭露 | fixed_story | 2024-12-02 | foreshadow=True | rules=False | 桥本背叛行为被坂柳揭露，两人在教室激烈交锋。桥本认为绫小路是年级最强，必须挖角到A班才能确保胜利。坂柳愤怒反驳，表示不会接受。桥本扬言将继续背叛直至坂柳改变主意
bridge_visit_ayanokoji_room_2025_02_05 | 桥本正义的深夜来访 | ai_guided_choice | 2025-02-05 | foreshadow=True | rules=False | 桥本与绫小路讨论背叛的动机与后果，桥本询问绫小路是否愿意来A班。绫小路表示不会选择A班。桥本透露自己仍有胜算，但未说明具体计划。
c_class_confrontation | 与C班学生的图书馆冲突 | fixed_story | 2024-05-12 | foreshadow=False | rules=False | 冲突揭示了考试范围可能被篡改的疑点，D班学生开始怀疑学校的不公平对待。
c_class_confrontation_at_rooftop | C班屋顶逼供轻井泽惠 | ai_guided_choice | 2024-12-22 | foreshadow=True | rules=False | 龙园翔对轻井泽惠进行残酷的心理和身体逼供，试图找出D班的幕后操纵者X。轻井泽在绝望中坚守了最后的底线，没有出卖绫小路清隆。
c_class_defeat_at_g11 | C班在G11物资争夺战中败北 | fixed_story | 2026-06-21 | foreshadow=True | rules=False | C班连续两次战斗失败，士气跌至谷底。的场重新提出与D班结盟的请求。
c_class_result_yamauchi_expelled | C班结果：山内春树退学 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | C班结果公布：山内春树获得33张批评票，被退学。绫小路清隆获得42张赞美票（第一名）。
c_class_spy_investigation_2024_10 | 龙园揪出C班间谍 | fixed_story | 2024-10-18 | foreshadow=True | rules=False | 龙园确认了间谍的存在，并开始策划下一步行动，目标直指D班背后的操纵者。他决定先利用真锅等人，同时加强对D班的监视。
c_d_alliance_decision_to_avoid_battle | CD同盟决定避战 | ai_guided_choice | 2024-04-03 | foreshadow=False | rules=False | CD同盟决定继续采取防守态势，避免与B班和A班正面冲突。
c_d_alliance_formation | C班与D班结盟 | silent_fixed | 2024-04-02 | foreshadow=True | rules=False | C班和D班结盟，总人数约50人，共同行动。
cavalry_battle_defeat | 骑马打仗中堀北被集火与须藤失控 | fixed_story | 2024-10-01 | foreshadow=False | rules=False | D班陷入混乱，须藤离队，士气低落。
cd_alliance_formation | C班与D班正式结盟 | ai_guided_choice | 2026-06-21 | foreshadow=True | rules=False | CD同盟成立后，D班学生主动接纳C班，双方迅速建立信任。一之濑将指挥权全权交给绫小路。同盟成为无人岛上最大的势力。
celebration_party | 庆功宴与A班目标宣言 | ai_guided_choice | 2024-05-18 | foreshadow=False | rules=False | D班的核心小团体正式形成。绫小路在内心反思自己为何会卷入这场竞争，并决定暂且努力看看。
chabashira_private_meeting | 茶柱佐枝的私下邀约 | fixed_story | 2025-09-15 | foreshadow=False | rules=False | 在特别大楼走廊，茶柱佐枝叫住绫小路清隆，表示之后想借用他一点时间，会再传讯息通知时间。
chabashira_satoru_confession | 茶柱佐枝的告解 | fixed_story | 2024-09-01 | foreshadow=True | rules=False | 茶柱佐枝分享过去，表达决心。绫小路清隆表示理解。
chabashira_sensei_maid_plan | 茶柱老师女仆装计划 | ai_guided_choice | 2025-11-01 | foreshadow=True | rules=True | 茶柱老师换上女仆装后，绫小路清隆需要决定如何最大化利用这一资源：1) 设置站席入场费（1000点）；2) 设定与茶柱老师拍照费用（2000点）；3) 开放走廊作
christmas_day_yogurt_machine_failure | 圣诞节抢购优格机失败 | fixed_story | 2025-12-25 | foreshadow=True | rules=False | 绫小路在超市乳制品区沮丧时遇到鬼龙院学姐，两人讨论优格机和留级制度。鬼龙院透露第三学期可能有严酷的特别考试。
christmas_double_date | 圣诞节双重约会 | ai_guided_choice | 2024-12-25 | foreshadow=True | rules=False | 在双重约会过程中，玩家需要应对佐藤麻耶的告白和轻井泽惠的试探。玩家可以选择接受或拒绝佐藤的告白，这会影响与轻井泽的关系。
christmas_eve_flu_outbreak | 平安夜流感爆发与约会取消 | fixed_story | 2025-12-24 | foreshadow=True | rules=False | 绫小路在健身房遇到真嶋老师，被委托调查健身房女职员秋山小姐。之后遇到一之濑帆波，两人一起训练。
christmas_tree_photo_session | 圣诞树前的拍照活动 | fixed_story | 2025-12-25 | foreshadow=True | rules=False | 绫小路与一之濑拍照后，遇到七濑和宝泉。宝泉似乎对一之濑有好感。之后绫小路与茶柱老师和星之宫老师交谈。
chun_udono_contact_ayano | 椿樱子和宇都宫陆接触绫小路清隆 | ai_guided_choice | 2024-07-06 | foreshadow=True | rules=False | 宇都宫陆请求绫小路协助让宝泉退学，作为回报，他会支付报酬。绫小路未明确答应，但表示会考虑。
class_a_full_consent_exam | 全场一致特别考试（A班） | fixed_story | 2024-09-01 | foreshadow=True | rules=True | A班在坂柳有栖的领导下，快速达成全场一致反对。她认为在领先情况下无需牺牲同学。
class_a_future_strategy | 前A班（坂柳班）未来战略提示 | silent_fixed | 2026-03-31 | foreshadow=False | rules=False | 绫小路清隆向森下和山村传达坂柳留下的战略建议（具体内容未明示，但涉及班级未来一年的战斗方式，可能提升获胜机率至25%以上）。森下表示怀疑但接受。
class_b_discussion_about_ayanokoji | 堀北班学生讨论绫小路的真面目 | fixed_story | 2025-12-26 | foreshadow=True | rules=False | 讨论中，松下建议不要强迫绫小路公开实力，前园则担心绫小路冷酷无情。最终众人达成共识：绫小路实力强大，但不应催促他。
class_c_full_consent_exam | 全场一致特别考试（C班） | ai_guided_choice | 2024-09-01 | foreshadow=True | rules=True | C班在全场一致特别考试中经历激烈斗争。栉田桔梗的本性被揭露。堀北铃音试图保护栉田。绫小路清隆最终选择牺牲佐仓爱里，获得100点班级点数。
class_d_assignment | 被分配到D班 | fixed_story | 2024-04-01 | foreshadow=False | rules=True | D班的设定与班级点数制度被正式介绍，学生们意识到自己处于最底层，面临严峻的生存挑战。
class_d_full_consent_exam | 全场一致特别考试（D班） | ai_guided_choice | 2024-09-01 | foreshadow=True | rules=True | 全场一致特别考试进行中。龙园翔通过威胁和策略控制投票，最终达成全场一致反对。时任裕也试图反抗但失败。葛城康平介入保护时任。
class_meeting_after_exam_horikita | 堀北班考试后讨论会 | ai_guided_choice | 2026-03-14 | foreshadow=False | rules=False | 讨论前园退学的正当性。绫小路说明前园泄密给桥本正义（龙园班），并以此为由让前园退学。平田洋介质疑牺牲同伴的必要性。最终多数学生接受。
class_meeting_after_exam_ichinose | 一之濑班考试后讨论会 | fixed_story | 2026-03-14 | foreshadow=False | rules=False | 一之濑班陷入低迷。星之宫老师要求一之濑正视现实，并承诺会帮助班级。一之濑之后请假缺课。
class_points_update_after_exam | 学年末特别考试后班级点数更新 | silent_fixed | 2026-03-14 | foreshadow=False | rules=False | 堀北班：1233点（暂定A班）。坂柳班：1093点。龙园班：1040-1090点。一之濑班：714点。
class_policy_meeting | D班体育祭方针讨论与表决 | ai_guided_choice | 2024-09-09 | foreshadow=False | rules=False | D班学生正在激烈讨论体育祭的参赛策略，班级分裂为两派。
class_vote_announcement | 追加特别考试公布 | fixed_story | 2025-03-01 | foreshadow=False | rules=True | 学校公布了追加特别考试，规则是班级内部投票，批评票最多的学生将被退学，赞美票可以来自别班。
class_vote_execution | 班级投票执行 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 各班级进行投票，学生被叫到名字后依次进入投票室。
club_introduction_meeting | 社团说明会与学生会长登场 | fixed_story | 2024-04-02 | foreshadow=False | rules=False | 放学后举行社团说明会。学生会会长堀北学（堀北铃音的哥哥）登场，以强大气场震慑全场。堀北铃音看到哥哥后表现异常。绫小路与须藤、池、山内交换联系方式。
confrontation_with_first_year_d_class | 一年D班宝泉与七濑的挑衅 | fixed_story | 2024-04-02 | foreshadow=True | rules=False | 一年D班宝泉和臣展现强势态度，似乎掌控了整个班级。七濑翼则表现冷静有礼。八神拓也（学力A）与栉田重逢。
confrontation_with_ryuuen_kakeru_2025_04_02 | 与龙园翔的再会与冲突 | ai_guided_choice | 2025-04-02 | foreshadow=False | rules=False | 绫小路清隆在榉树购物中心与龙园翔相遇。龙园表示已回归，并试图攻击绫小路以试探其实力。绫小路给予龙园忠告，龙园表示会改进战略。
convenience_store_encounter_2025_02_05 | 便利商店的偶遇 | fixed_story | 2025-02-05 | foreshadow=True | rules=False | 便利商店内，桥本、森下、山村、鬼龙院等人偶遇，气氛微妙。
cooking_test_with_tenzawa | 天泽一夏的料理考验执行 | ai_guided_choice | 2024-04-03 | foreshadow=True | rules=False | 绫小路花费约2万点数购买食材和厨具。天泽同意与须藤搭档，但拒绝进一步协助。
cultural_festival_announcement | 文化祭概要说明 | fixed_story | 2025-09-01 | foreshadow=False | rules=False | 茶柱佐枝公布了文化祭的详细规则：每名二年级学生获得5000点个人点数预算，各班级竞争营业收入总额，第一名至第四名获得100点班级点数，第五名至第八名获得50点，
cultural_festival_day | 文化祭正式开幕 | fixed_story | 2024-11-13 | foreshadow=False | rules=True | 文化祭当天，堀北班的女仆咖啡厅生意兴隆。龙园班通过宣传对决来吸引客人。栉田在关键时刻用饼干和亲切态度留住排队客人。绫小路收到一张来自White Room相关人士
cultural_festival_preparation | 文化祭准备（女仆咖啡店） | ai_guided_choice | 2024-09-02 | foreshadow=True | rules=True | 文化祭准备期间，C班决定开设女仆咖啡店。绫小路清隆被堀北铃音任命为监督。长谷部波瑠加和佐仓爱里被邀请担任店员。
cultural_festival_preparation_announcement | 文化祭准备说明与追加资金公布 | fixed_story | 2024-11-01 | foreshadow=False | rules=True | 茶柱老师在早会上公布了文化祭的详细规则和追加资金。堀北班获得了最多的追加资金（39,400点）。同时公布了第二学期期中考试结果，须藤健获得第11名，成绩大幅提升
cultural_festival_results | 文化祭结果公布 | silent_fixed | 2025-11-01 | foreshadow=False | rules=False | 文化祭结果于下午六点公布。二年B班获得第一名（+100班级点数），二年C班第二名（+100），二年A班第四名（+100）。堀北班最终班级点数为966点。
d_class_rebellion_against_ryuen | D班反龙园情绪高涨 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | D班大部分学生决定在批评票上写龙园翔的名字，让他退学。石崎表面上是反龙园的关键人物，内心矛盾。
d_class_result_manabe_expelled | D班结果：真锅志保退学 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | D班结果公布：真锅志保被退学。龙园翔因获得B班40张赞美票而免于退学。
day5_evening_with_hamaguchi | 第五天与滨口组共进晚餐 | fixed_story | 2024-04-05 | foreshadow=False | rules=False | 绫小路和七濑在B5遇到二年C班的滨口、安藤、南方，受到热情款待，共进烤肉晚餐。女生们谈论一之濑对绫小路的好感。
day5_meeting_ryuen_katsuragi | 第五天与龙园、葛城会面 | ai_guided_choice | 2024-04-05 | foreshadow=False | rules=False | 绫小路在河边遇到正在钓鱼的葛城和龙园，讨论筱原组的困境以及小宫、木下被袭击事件，并提议合作拯救筱原。
day5_meeting_sakurako | 第五天在起点与坂柳会面 | ai_guided_choice | 2024-04-05 | foreshadow=False | rules=False | 绫小路在起点找到坂柳，请求她协助拯救筱原组的战略。坂柳提出需要相同条件合作，绫小路同意并约定后续联络。
day5_open_water_swimming | 第五天起点公开水域游泳课题 | fixed_story | 2024-04-05 | foreshadow=False | rules=False | 绫小路和七濑抵达起点D9港口，参加公开水域游泳课题。高圆寺已占男子最后一个名额，七濑参加女子组获得第三名。
day5_tug_of_war_koenji | 第五天与高圆寺拔河对决 | ai_guided_choice | 2024-04-05 | foreshadow=False | rules=False | 绫小路在C5山顶遇到高圆寺，参加一对一拔河课题。高圆寺看穿绫小路想放水，但绫小路选择稍微反击后故意输掉。
day5_warning_from_chabashira | 第五天真嶋老师的警告 | silent_fixed | 2024-04-05 | foreshadow=False | rules=False | 真嶋老师告诉绫小路，月城代理理事长准备了额外的救援船只，可能有所图谋，提醒绫小路小心。
day6_climbing_cliff | 第六天攀越悬崖 | ai_guided_choice | 2024-04-06 | foreshadow=False | rules=False | 绫小路和七濑在前往C3指定区域时遇到悬崖，七濑坚持要爬但失败，绫小路返回帮助她攀越。七濑表现出异常的执着。
day6_first_year_meeting | 第六天一年级代表秘密集会 | fixed_story | 2024-04-06 | foreshadow=False | rules=False | 一年级的椿樱子召集各班代表在F9集会，但宝泉未到。八神被椿和宇都宫逼问，被迫说出栉田桔梗的过去以及绫小路的关系。
day7_ichinose_overhearing | 第七天一之濑偷听月城对话 | fixed_story | 2024-04-07 | foreshadow=False | rules=False | 一之濑因手表故障迷路，偶然听到月城代理理事长和司马老师讨论关于绫小路和White Room的阴谋，被发现后月城威胁她不得泄露，否则会让C班学生退学。
day7_kushida_stalking | 第七天栉田尾随被天泽阻止 | fixed_story | 2024-04-07 | foreshadow=False | rules=False | 栉田受八神指使，尾随绫小路和七濑试图录下暴力证据，但被天泽一夏发现并阻止。天泽揭露栉田的秘密并警告她，栉田被迫放弃计划。
day7_sevena_confrontation | 第七天七濑摊牌与战斗 | ai_guided_choice | 2024-04-07 | foreshadow=False | rules=False | 七濑在D3森林中摊牌，自称是月城派来让绫小路退学的刺客，并声称体内有松雄荣一郎的人格。两人发生战斗，绫小路在不伤害七濑的情况下多次展示实力差距，最终七濑心理崩溃
day7_sevena_surrender | 第七天七濑投降与和解 | ai_guided_choice | 2024-04-07 | foreshadow=False | rules=False | 七濑在雨中承认失败，讲述自己为青梅竹马松雄荣一郎复仇的动机，以及月城如何利用她。绫小路选择原谅并邀请她合作对抗月城，七濑接受。
double_sided_interview_2025_02_05 | 时隐时见的双方面谈 | fixed_story | 2025-02-05 | foreshadow=True | rules=False | 双方面谈进行中，绫小路得知父亲异常关注三方面谈行程，感到可疑。
dragon_decision_to_help | 龙园决定帮助D班 | fixed_story | 2025-03-03 | foreshadow=False | rules=False | 石崎向龙园下跪求助。龙园分析D班最适合对战B班，并给出具体策略：选择力量型项目（空手道、柔道等），使用死缠烂打战术偷取情报，使用延迟性泻药削弱B班战力。龙园决定
dragon_group_first_meeting | 龙组第一次小组讨论 | fixed_story | 2024-07-25 | foreshadow=False | rules=False | 龙组（辰组）成员在指定房间进行第一次小组讨论。组员包括葛城康平、神崎隆二、龙园翔、堀北铃音、平田洋介、栉田桔梗等各班精英。龙园与葛城、堀北之间展开言语交锋。
dragon_karakou_meeting | 龙园在卡拉OK与石崎等人会面 | fixed_story | 2025-03-05 | foreshadow=False | rules=False | 椎名日和邀请龙园到卡拉OK与石崎、伊吹会面。龙园迟到三小时，但最终出现。他详细说明了对B班的作战计划：选择十个力量型项目，通过死缠烂打偷取情报，使用泻药削弱对手
education_trip_day3_dinner_confrontation | 第三天晚餐龙园与栉田对峙 | fixed_story | 2025-01-15 | foreshadow=True | rules=False | 龙园、栉田、绫小路在走廊角落对峙。龙园威胁要揭露栉田的过去，绫小路介入，以学年末测验为筹码迫使龙园退让。栉田对绫小路的帮助感到困惑和动摇。
education_trip_day3_evening_talk | 第三天晚上绫小路与堀北的谈话 | fixed_story | 2025-01-15 | foreshadow=True | rules=False | 绫小路和堀北在自动贩卖机区谈话。星之宫老师暗示绫小路是班级中的‘鬼牌’，茶柱老师制止。堀北表示不会因此客气，会利用绫小路的力量争取A班。
education_trip_day3_night_talk | 第三天晚上宿舍夜谈 | silent_fixed | 2025-01-15 | foreshadow=True | rules=False | 宿舍内，渡边、鬼头、龙园、绫小路谈论未来梦想。鬼头透露想成为时尚设计师，渡边感慨竞争残酷。
education_trip_day3_quiz | 教育旅行第三天景点巡礼测验 | ai_guided_choice | 2025-01-15 | foreshadow=True | rules=True | 第六小组正在札幌车站前讨论路线。龙园坚持要拿分数，鬼头反对，其他成员犹豫不决。绫小路提出折中方案：多数派可以自掏腰包补偿龙园，或者放弃龙园各自行动。最终小组决定
education_trip_day4_evening_ichinose_crisis | 第四天晚上一之濑的崩溃与绫小路的介入 | ai_guided_choice | 2025-01-16 | foreshadow=True | rules=False | 观景台上，一之濑情绪崩溃，哭泣着诉说自己的无力感。绫小路安慰她，表示会帮助她。两人在雪夜中依偎。
education_trip_day4_evening_meeting | 第四天晚上绫小路与坂柳、神崎会面 | fixed_story | 2025-01-16 | foreshadow=True | rules=False | 大厅内，坂柳、绫小路、神崎讨论石上京。坂柳打电话给石上，石上表明立场：目前不干预，但若接到绫小路父亲指示会行动。
education_trip_day4_snowball_fight | 教育旅行第四天打雪仗比赛 | ai_guided_choice | 2025-01-16 | foreshadow=True | rules=True | 打雪仗现场，学生们热情高涨。绫小路鼓励山村参与，并安排她退到后方。最终伊吹与堀北单挑，伊吹险胜。
encounter_with_tenzawa_ichika | 天泽一夏的料理考验 | ai_guided_choice | 2024-04-02 | foreshadow=True | rules=False | 绫小路需在一天内准备料理考验。堀北提供支援，包括烹饪指导和蓝芽耳机作弊方案。
evening_card_game_with_nagumo | 南云来访与抽鬼牌游戏 | ai_guided_choice | 2025-01-10 | foreshadow=False | rules=False | 南云与一年级生玩抽鬼牌，绫小路发现南云在牌上做记号，最终选择抽中正确牌获胜。
evening_meeting_with_栉田 | 绫小路与栉田的傍晚会面 | ai_guided_choice | 2024-08-08 | foreshadow=True | rules=False | 绫小路通过金钱交易暂时缓和了与栉田的关系，但栉田内心仍视其为潜在威胁。
event_0048_0049_summer_vacation_ending | 暑假尾声与占卜师事件 | ai_guided_choice | 2024-08-22 | foreshadow=True | rules=False | 绫小路和伊吹被困在电梯中，面临中暑风险。绫小路需要做出选择：尝试破坏电梯门、继续等待救援、或尝试其他方法。
event_0050_gekou_birthday_gift | 葛城的生日礼物之谜 | ai_guided_choice | 2024-08-21 | foreshadow=True | rules=False | 绫小路需要调查葛城送礼的对象。他跟踪葛城，发现他去了学校，但礼物仍在手中。葛城似乎有难言之隐。
event_0050_gekou_sister_gift | 葛城为妹妹送礼 | fixed_story | 2024-08-22 | foreshadow=True | rules=False | 葛城请求绫小路帮助，绫小路提出利用须藤的篮球大赛将礼物带出学校。
event_0050_sudou_mail_delivery | 须藤寄送礼物 | silent_fixed | 2024-08-24 | foreshadow=True | rules=False | 须藤成功将礼物寄出，并拍摄了视频作为证据。葛城支付剩余点数。
event_0051_water_bottle_incident | 水壶卡手事件 | ai_guided_choice | 2024-08-28 | foreshadow=True | rules=False | 绫小路需要想办法帮堀北取下卡住的水壶。他尝试了各种方法，包括去学生餐厅取水、联系平田和佐仓。最终在佐仓的帮助下成功。
event_0052_yamauchi_confession | 山内向佐仓告白 | ai_guided_choice | 2024-08-29 | foreshadow=True | rules=False | 佐仓需要决定如何回应山内的告白。她与绫小路交谈，表达了自己的不安。最终决定当面拒绝山内。
event_0124_01 | 一之濑帆波加入学生会面谈 | fixed_story | 2024-04-15 | foreshadow=False | rules=False | 一之濑帆波在学生会办公室与南云雅进行一对一谈话，南云试图挖掘她被分到B班的原因。
event_0125_01 | 坂柳有栖与南云雅密谈 | fixed_story | 2025-02-05 | foreshadow=False | rules=False | 坂柳有栖拜访学生会长南云雅，请求允许对一之濑帆波发动攻击，并讨论暴力行为的默许。
event_0126_01 | 轻井泽惠与平田洋介分手 | fixed_story | 2025-02-10 | foreshadow=False | rules=False | C班早晨，轻井泽惠与平田洋介分手的消息传开，女生们热烈讨论。
event_0126_02 | 坂柳有栖接触山内春树 | fixed_story | 2025-02-10 | foreshadow=False | rules=False | 坂柳有栖突然出现在C班教室，指名要找山内春树，引起全班骚动。
event_0126_03 | 神崎与桥本对峙 | fixed_story | 2025-02-10 | foreshadow=False | rules=False | 神崎在体育馆旁质问桥本关于一之濑的谣言，三宅明人、绫小路组旁观。
event_0127_01 | 王美雨向绫小路咨询恋爱 | ai_guided_choice | 2025-02-13 | foreshadow=False | rules=False | 王美雨在咖啡厅向绫小路咨询关于平田洋介的恋爱问题，绫小路可以给予建议或保持沉默。
event_0127_02 | 堀北与一之濑密谈 | fixed_story | 2025-02-13 | foreshadow=False | rules=False | 堀北铃音邀请一之濑帆波到房间谈话，绫小路清隆陪同，一之濑拒绝帮助并坚持沉默应对谣言。
event_0127_03 | 深夜匿名电话 | silent_fixed | 2025-02-14 | foreshadow=False | rules=False | 凌晨1点，绫小路接到匿名电话，对方只叫了他的名字后挂断，暗示有人开始行动。
event_0128_01 | 匿名信件事件 | fixed_story | 2025-02-14 | foreshadow=False | rules=False | 所有一年级学生的信箱中被投入匿名信件，写着'一之濑帆波是罪犯'，引发新一波谣言。
event_0128_02 | 神室真澄的背叛 | ai_guided_choice | 2025-02-14 | foreshadow=False | rules=False | 神室真澄进入绫小路房间，坦白自己曾是顺手牵羊惯犯并被坂柳控制，透露一之濑也有同样过去，请求绫小路帮助一之濑。
event_0129_01 | 情人节巧克力事件 | fixed_story | 2025-02-14 | foreshadow=False | rules=False | 情人节当天，C班男生讨论巧克力，绫小路收到轻井泽惠的巧克力（原本准备给平田）。
event_0130_01 | 桥本正义的跟踪与试探 | ai_guided_choice | 2025-02-14 | foreshadow=False | rules=False | 桥本正义跟踪绫小路和轻井泽的密会，试图试探两人关系，绫小路和轻井泽配合演戏称巧克力是转交。
event_0130_02 | 绫小路探望生病的一之濑 | fixed_story | 2025-02-14 | foreshadow=False | rules=False | 绫小路在深夜拜访一之濑房间，确认她确实因感冒请假而非逃避谣言，并进行了简短对话。
event_0130_03 | C班讨论区谣言事件 | fixed_story | 2025-02-17 | foreshadow=False | rules=False | 模拟考当天早晨，C班讨论区出现针对绫小路、本堂、筱原、佐藤的谣言，引发班级混乱。
event_0130_04 | A班与D班冲突 | fixed_story | 2025-02-18 | foreshadow=False | rules=False | D班石崎、伊吹等人与A班桥本、鬼头在校园外对峙，险些爆发打架，绫小路组偶然介入阻止。
event_0130_05 | 一之濑公开忏悔与反击 | fixed_story | 2025-02-24 | foreshadow=False | rules=False | 一之濑帆波在B班教室公开承认自己曾顺手牵羊的过去，但表示不会逃避，B班全体支持她。校方随后宣布禁止谣言扩散。
event_0130_06 | 坂柳与绫小路的对决约定 | ai_guided_choice | 2025-02-24 | foreshadow=False | rules=False | 坂柳有栖在校舍出入口与绫小路清隆对峙，揭露自己利用神室引诱绫小路介入一之濑事件，并提出正式对决：下次考试比名次，若坂柳赢则公开绫小路是C班幕后黑手，若绫小路赢则
event_1 | 一之濑帆波告白与警告 | ai_guided_choice | 2025-02-14 | foreshadow=True | rules=False | 一之濑帆波已告白并警告月城的陷阱。绫小路清隆需要决定如何回应她的感情，以及如何应对I2的危机。
event_2 | 绫小路清隆与南云雅的对峙 | fixed_story | 2025-02-14 | foreshadow=True | rules=False | 南云雅被击晕，绫小路清隆继续前往I2。
event_2nd_semester_final_exam | 第二学期期末考 | fixed_story | 2025-11-21 | foreshadow=True | rules=True | 期末考结果公布中。堀北B班获得年级第二名，+25班级点数。第一名是坂柳A班。绫小路清隆排名第12。
event_3 | 堀北铃音与天泽一夏的战斗 | fixed_story | 2025-02-14 | foreshadow=True | rules=False | 堀北铃音和伊吹澪击败天泽一夏（实际上是天泽主动退让），继续前往I2。
event_4 | 绫小路清隆与月城代理理事长的决战 | ai_guided_choice | 2025-02-14 | foreshadow=True | rules=False | 月城代理理事长承认败北并撤退。绫小路清隆成功化解退学危机。
event_5 | 无人岛特别考试结果公布 | fixed_story | 2025-02-14 | foreshadow=True | rules=False | 无人岛特别考试正式结束，结果已公布。
